what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800274204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800277483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800278986
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503800298377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800303387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800305341
error,log,,,"Unable to validate connection settings.",1503800322121
error,log,,,"Unable to validate connection settings.",1503800322122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800322131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800324377
error,log,,,"Unable to validate connection settings.",1503800332768
error,log,,,"Unable to validate connection settings.",1503800332769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800332774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800335018
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503800341586
error,log,,,"Unable to validate connection settings.",1503800342190
error,log,,,"Unable to validate connection settings.",1503800342191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800342197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800344931
error,log,,,"Unable to validate connection settings.",1503800354266
error,log,,,"Unable to validate connection settings.",1503800354266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800354272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800356796
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503800357147
error,log,,,"Unable to validate connection settings.",1503800364928
error,log,,,"Unable to validate connection settings.",1503800364928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800364934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503800369764
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503800381351
